"Features of cell nuclei in mouse embryos","Tue 11 Jun 2019 13:13:48","","","","","",""
"from Hadjantonakis lab (https://www.nature.com/articles/ncomms13463), postprocessed in https://www.sciencedirect.com/science/article/pii/S0006349518312578","","","","","","",""
"EmbryoID","CentroidX","CentroidY","CentroidZ","Population","DCGNeighborCount","Nanog-ebLogCor","Gata6-ebLogCor"
21,109.01651,75.31565,19.642,"TE",2.,5.72331156554542,4.82270419657814
21,60.51329,90.46082,19.317,"DP",10.,5.49028227336426,5.19745122706376
21,70.98510999999999,99.15413,19.4,"TE",8.,3.58909558517512,4.99592749125802
21,57.565709999999996,80.72735999999999,18.768,"DP",13.,5.91901152049326,5.03485526283844
21,109.59372,55.05176999999999,26.885,"TE",1.,3.53760277208354,4.46678118807412
21,41.33644,88.41274999999999,26.198,"TE",11.,3.97685034724649,4.95715493183812
21,69.95082,40.445719999999994,25.236,"DP",8.,5.91144670203528,4.91131246134817
21,44.556509999999996,53.53988999999999,25.529,"DP",10.,5.80124759263118,4.94403974527605
21,98.78494999999998,97.75944999999999,27.887,"TE",5.,4.32673456602758,4.37108598066023
21,48.03442,64.83211,26.468,"DP",12.,5.64426970673666,5.09693105588048
21,45.69628,81.46865,26.11,"DP",12.,6.12191305041349,5.29128860210876
21,61.866949999999996,97.96748,27.814,"DP",9.,5.50714823172116,5.03920426985752
21,56.94162,55.353559999999995,30.107,"DP",13.,5.86735372041047,5.09957728716112
21,78.73496,104.87934999999999,32.652,"TE",7.,4.40577513563034,5.28691208909728
21,83.25594999999998,36.35837,34.646,"TE",2.,1.22820837827716,4.35869497966129
21,58.29528,38.752179999999996,36.03,"TE",9.,3.79269669125167,4.86045698944101
21,54.4687,86.59322,33.647,"DP",13.,6.10546634447245,5.28592553688976
21,52.27999,74.12899999999999,34.924,"DP",11.,6.05838287409039,4.84851277989209
21,50.601099999999995,51.35997,40.389,"DP",10.,5.10286593708815,4.85858073814113
21,35.38561,69.58164,39.475,"TE",12.,2.71963091101597,4.8108862758105
21,45.039959999999994,91.63282,38.303,"DP",9.,6.16055674178514,5.39240160768719
21,59.7427,104.56291,41.018,"TE",10.,3.78221124912237,4.93041614659713
21,42.364869999999996,48.52959,40.836,"TE",9.,4.30249273133463,4.99349680649683
21,39.941759999999995,59.385239999999996,41.745,"DP",9.,5.22059533820153,5.76357378704301
21,69.50838999999999,35.192229999999995,42.185,"TE",7.,5.83888950934173,5.09312114428983
21,41.233889999999995,81.15807,41.731,"DP",11.,5.49980914172293,5.41513158507558
21,47.25796999999999,69.84241,42.796,"DP",12.,5.95560374843262,5.33704814852043
21,73.49025999999999,105.7144,43.374,"TE",9.,2.32763375724709,4.8489601322475
21,55.31547,94.54231,45.714,"DP",10.,5.49517225519799,5.03459427319984
21,90.41100999999999,106.93034999999999,52.253,"TE",6.,4.92971332239169,5.25989635869404
21,45.37105,95.02575999999999,52.874,"TE",10.,4.58922656509982,4.79431476005449
21,46.279349999999994,82.04293,52.707,"DP",11.,6.19977205274383,5.39650958976389
21,56.64862,39.19754,53.748,"TE",7.,2.77139727164924,4.95870176782862
21,47.460139999999996,52.69898,53.94,"DP",10.,6.42782262773251,5.6380547250003
21,40.756299999999996,68.39498999999999,54.708,"DP",9.,5.53003908935472,5.35911487739527
21,53.586769999999994,93.3791,59.052,"DP",9.,6.11154330097995,5.13441724600743
21,62.25078,103.91244999999999,57.538,"TE",8.,4.48935498290562,4.91085062886745
21,84.08221,39.47882,65.589,"TE",2.,1.04318082923704,4.19556912924323
21,115.15485999999999,68.69091999999999,64.146,"TE",1.,1.81770030889412,5.16679361579962
21,40.24062,77.1762,62.788,"TE",10.,4.29036390315485,4.31170600220939
21,47.42498,74.98749,68.565,"DP",9.,4.22243531030805,5.05749925798967
21,99.19515,98.28099,69.573,"TE",3.,2.23978484989625,4.50656474466333
21,45.198179999999994,56.58123,67.125,"TE",8.,4.02963808980888,4.83732977375392
21,79.56415,106.37365,70.048,"TE",5.,4.958901227831,4.98477767571056
21,54.506789999999995,90.20591,73.716,"TE",6.,4.2551183438455,4.21482902275552
21,53.85925999999999,59.37645,79.411,"TE",5.,2.00533907252088,3.87872709541397
21,104.72406,68.38033999999999,84.954,"TE",2.,4.29142304874372,4.83328326372158
21,80.91488,94.24344999999998,86.835,"TE",4.,5.36549148348845,4.82197576359321
21,74.92009999999999,57.99934999999999,92.344,"TE",2.,0.829190880248168,4.09088846585542
21,84.9114,79.89817,92.798,"TE",3.,3.58237468397024,4.87674015268992
22,58.3949,56.18275,5.8586,"TE",11.,4.18502082415825,3.1309741339167
22,71.83188,59.417469999999994,5.9941,"TE",10.,2.68434374067307,3.77025305082091
22,48.84603,71.4334,5.6012,"TE",10.,3.49662586924792,3.98300786968343
22,59.20944,67.81192,5.3085,"EPI",9.,5.48560281816863,3.35262153533199
22,77.68894999999999,74.17002,7.7367,"TE",11.,2.60577515685684,3.67344317624425
22,88.39517,76.44076999999999,6.9317,"TE",9.,2.71740968955181,3.53476749095746
22,63.10341,86.88328999999999,8.8811,"TE",15.,3.11258333129962,4.16137102205475
22,84.14959999999999,65.23352,9.6015,"TE",13.,2.6740883209427,3.55668078430505
22,65.21007999999999,66.84795,11.69,"PRE",15.,3.78134829084729,5.36757034860817
22,96.67241999999999,72.70501999999999,12.426,"TE",9.,2.66067586960948,3.53451367487757
22,77.30805000000001,86.35589,12.119,"TE",8.,2.67552110252929,3.98690100398278
22,86.47894999999998,86.43207,12.585,"TE",11.,2.580202429749,3.76667640186281
22,76.87733999999999,50.82671,14.568,"TE",11.,2.59103991936209,3.94496330577041
22,85.66734,55.77841,15.935,"TE",13.,2.73499162074038,4.11175635618644
22,51.945969999999996,62.33282,9.9591,"EPI",10.,5.81352677508546,3.31550606292265
22,48.05492999999999,86.13321,14.44,"TE",9.,3.84377047545237,4.38566902139455
22,42.707679999999996,59.65773,15.256,"TE",10.,4.42275817172152,4.03973741486633
22,95.13709999999999,63.09754999999999,14.064,"TE",10.,2.60345497705815,3.69251328584264
22,36.323209999999996,75.03436999999998,14.522,"TE",12.,2.64898270692763,3.32509990630154
22,94.92614,84.39572,14.991,"TE",8.,2.69926512722064,3.7212202023085
22,70.13248,84.41036999999999,15.923,"PRE",10.,2.76759666186016,5.46876150844624
22,71.20192999999999,58.19566,15.825,"PRE",16.,2.82436175374917,5.44463431053266
22,55.86630999999999,78.15775,15.489,"EPI",14.,5.85394932553165,3.28760468074992
22,64.75592999999999,45.79297,21.404,"TE",11.,2.98824610382952,3.5779740059109
22,51.257419999999996,47.57441,19.004,"TE",11.,3.57303234273929,4.09920647183005
22,68.31295,75.15742999999999,20.445,"PRE",21.,2.93010126571344,5.61205116623513
22,53.86512,68.23091,16.291,"EPI",13.,5.9428017998271,3.22460179252471
22,82.01948999999999,92.22467999999999,19.043,"TE",11.,2.70301696622791,4.45920210812457
22,72.97165,93.51095,20.25,"TE",10.,2.77644252667645,3.80769516700776
22,58.09311,54.319269999999996,17.486,"EPI",12.,5.94384292158369,3.4568706149696
22,101.35455999999999,67.00617,20.649,"TE",13.,2.61229477047551,3.76487408014319
22,95.69966,55.168969999999995,20.825,"TE",8.,2.75965957239304,3.7442844712437
22,104.41347999999999,79.64032999999999,21.679,"TE",9.,2.80027351246419,3.12360946339357
22,61.362989999999996,91.09956,20.881,"PRE",11.,3.35123995813897,5.64309966614758
22,102.91918,59.836459999999995,26.308,"TE",8.,2.65964345732939,3.5519205486135
22,95.27774,89.73124999999999,23.912,"TE",10.,2.77999593172653,4.36636599060454
22,76.67224,48.15162,25.597,"TE",9.,2.74548205717614,4.01522405864651
22,43.686299999999996,63.48724,20.669,"EPI",13.,6.06695927446472,3.40275038772184
22,48.42411,84.13788,24.897,"EPI",10.,6.06821593564989,3.5204379237508
22,66.22972,51.477169999999994,25.891,"PRE",13.,3.04087685463492,4.96444478358207
22,56.062619999999995,60.05328,24.26,"EPI",15.,5.98538575520446,3.22550704792224
22,50.656769999999995,73.03025,25.574,"EPI",13.,6.04183245997291,3.30945940562996
22,51.52698,92.76673,27.754,"TE",13.,4.13814251295499,3.6646620757094
22,83.69838,49.443749999999994,27.546,"TE",10.,2.81298106929315,4.12683792914271
22,67.02374999999999,63.73336,28.576,"PRE",15.,3.06152227423984,5.324033187025
22,60.96451,69.85119999999999,28.628,"EPI",14.,6.11065659485063,3.35335884207269
22,56.67499,48.42704,26.733,"EPI",9.,6.16728120594929,3.45960605597782
22,91.82913,52.66675,30.203,"TE",10.,2.68815810807379,4.16894455747071
22,43.17648,76.03643,30.716,"EPI",8.,5.95590291699218,3.45248221211708
22,88.3102,91.72658,29.881,"TE",14.,2.64633774564514,3.69916059225851
22,105.31884999999998,73.14159,30.426,"TE",14.,2.60026918811513,3.64621392130153
22,102.6965,86.56099,32.149,"TE",8.,2.80965800845052,3.85099367439395
22,73.39063999999999,58.13705999999999,35.164,"PRE",21.,2.77971997366821,5.62562514700667
22,65.69059999999999,82.98052999999999,32.136,"PRE",19.,3.23560089958962,5.60615264851095
22,78.23686,95.03455,33.5,"TE",10.,2.83187441407627,3.88870164806933
22,66.30296999999999,97.48402999999999,33.548,"TE",8.,2.82963630011723,4.34837137523552
22,50.105929999999994,62.86608,32.94,"EPI",12.,6.20186673524975,3.48288652828797
22,66.94463999999999,90.01252999999998,35.254,"PRE",12.,2.94275517964704,5.62997920604978
22,45.980489999999996,72.18055,36.739,"EPI",12.,5.83123873058243,3.4440929888441
22,55.56745,79.66669999999999,36.918,"EPI",17.,5.18623828490332,2.83407392481857
22,41.85212,84.87916999999999,37.794,"TE",11.,3.90802944149722,3.78709203976027
22,71.62678,46.49909999999999,36.716,"TE",12.,2.86694311362976,3.92216667073923
22,108.07011999999999,81.71476999999999,35.353,"TE",7.,2.772510227396,4.21558458581252
22,56.065549999999995,49.10387,38.477,"TE",13.,4.78465134147142,4.09090464639979
22,54.97266,61.67357,38.147,"EPI",12.,6.25246169926976,3.51911327710875
22,96.76325,58.43005999999999,39.47,"TE",12.,2.76352868488545,4.01347680759958
22,88.11096,52.40891,39.922,"TE",9.,2.77364128290988,4.44990897681327
22,109.22160999999998,63.583929999999995,43.045,"TE",13.,2.59752715008262,2.8705436562779
22,83.77456,88.75556,40.285,"TE",14.,2.75583285206182,3.92690969270599
22,99.98625,86.30022,40.962,"TE",13.,2.97452665028448,3.77809096981857
22,109.41792,77.63914,41.563,"TE",10.,2.83580877899664,3.67799101641685
22,58.44470999999999,93.11833,44.994,"TE",10.,3.61707052564841,4.03014863481928
22,62.71665,60.809219999999996,42.849,"DP",15.,4.38425038137122,5.50646411702002
22,73.43751999999999,93.02457,44.961,"TE",10.,2.65778670839496,3.91177315343241
22,54.2636,83.47277,45.902,"EPI",10.,5.34678347282712,3.30966324123376
22,68.75831,81.54482999999999,46.446,"PRE",13.,3.79600777519621,5.50590549979658
22,74.04696,52.64037999999999,47.81,"TE",10.,2.73447274508346,3.9134907243045
22,91.96683999999999,61.679429999999996,48.125,"TE",12.,2.59830559624939,3.98868991367821
22,69.73986,67.65662999999999,47.059,"PRE",16.,3.13860206553166,5.12032688445339
22,87.49566,67.35191,51.622,"TE",13.,2.49277368357597,3.32771660043528
22,83.08015,83.98844999999999,52.556,"TE",10.,2.44086716770856,3.65157692248768
22,53.375809999999994,58.1019,47.467,"TE",11.,5.17185469778215,3.8971703254924
22,107.71851999999998,86.64596,52.214,"TE",8.,2.55186631716892,3.20108980583035
22,84.56859,54.88183,49.913,"TE",11.,2.47911155954041,4.12929463228638
22,80.98226999999999,62.00758999999999,53.787,"TE",10.,2.49274893286585,3.98112685078044
22,82.14255,74.54213,54.711,"TE",11.,2.37667817606647,3.61927520630489
22,97.81512,94.24931,51.591,"TE",11.,2.69612674508411,3.23023545359002
22,50.60988999999999,67.59509999999999,48.188,"DP",10.,6.1610678120615,3.55976444104728
22,107.81814,72.69037,54.634,"TE",6.,2.83996396546649,3.49751282207614
22,101.56551999999999,66.57545999999999,55.689,"TE",11.,2.71908713462983,3.10919384706417
22,96.30324,75.52074999999999,57.043,"TE",14.,2.29377555332102,3.39738629844012
22,69.47323,83.26767,56.147,"TE",9.,3.43912011253702,4.18521989386982
22,72.4589,62.734230000000004,56.189,"TE",11.,2.77876656511058,4.14322676016339
22,55.2012,73.81549,55.412,"TE",12.,5.3233358016309,3.3661950366964
22,67.46325,71.92563999999999,57.645,"TE",9.,3.28967930822237,4.23165568090027
22,94.09694999999999,90.73038,58.064,"TE",10.,2.43938963280378,2.99311825440057
23,60.158759999999994,74.65053999999999,4.3249,"TE",9.,3.79073778617503,3.61750350228313
23,46.65146,72.01353999999999,3.9331,"EPI",11.,5.59287569885239,2.8152211891445
23,71.94028999999999,87.06494999999998,5.339,"TE",14.,2.76283363604706,3.68572480713741
23,72.39151,63.370039999999996,6.5552,"TE",14.,3.86681171017455,3.62969934974979
23,93.94166,70.32879,8.0335,"TE",11.,2.71442785095878,3.90178908520899
23,82.29784,71.09352,8.6188,"TE",10.,2.72040298079999,4.04341132733747
23,100.74511999999999,78.77011999999999,10.137,"TE",9.,3.02866022854522,3.6385996926283
23,90.61025,81.64444999999999,7.0126,"TE",12.,2.92591937330887,3.75001981835226
23,98.27513,88.23695,8.6164,"TE",11.,2.77260660571837,3.74582009324715
23,88.84346000000001,95.77877,9.3675,"TE",12.,2.95751870048823,3.61582000131618
23,41.50930999999999,69.65782,11.508,"DP",10.,5.28022509199906,4.22825867110841
23,83.79507,87.85605,10.924,"TE",15.,2.75873234701485,3.65021087531778
23,62.555499999999995,90.2733,10.209,"DP",12.,5.00309300016943,5.13509499402455
23,65.0753,96.82477999999999,10.543,"TE",9.,3.42950743801198,4.26252149289996
23,82.55568,60.10895,13.804,"TE",12.,2.86250904314343,4.23254176251049
23,56.44351999999999,68.51804999999999,11.243,"EPI",14.,6.04970186112299,3.20254054282359
23,67.26107999999999,62.15409,14.439,"EPI",10.,6.15457189459593,3.42551009342574
23,73.29395,72.31533,13.465,"PRE",15.,3.0834766228897,5.35817840937953
23,65.40053,82.67873999999999,13.347,"DP",12.,5.00574365060172,5.15988433966786
23,69.92151999999999,98.41869999999999,14.775,"TE",11.,3.92158088998811,4.49464632776541
23,104.601,63.91795,15.32,"TE",8.,2.89156702736051,2.95600362241294
23,56.220839999999995,85.4095,16.874,"DP",13.,6.04792961420293,3.64259039256866
23,95.24843999999999,53.52230999999999,17.225,"TE",10.,2.74313563180982,3.37347156406558
23,43.78299,55.94249,16.564,"EPI",11.,5.7900397883061,2.75032223608971
23,100.83009,96.56986999999998,17.764,"TE",8.,2.93895862001629,3.53011234612983
23,64.75592999999999,49.45547,18.149,"EPI",11.,5.91695679005959,3.11846973875767
23,72.97751,44.609249999999996,20.05,"TE",13.,2.99997244843337,3.09216217050424
23,87.61578999999999,69.26813,19.685,"TE",19.,2.89472748456818,3.68524372746399
23,75.35959999999999,82.10152999999998,19.615,"PRE",11.,2.88096845176261,5.32467312034402
23,76.92422,105.21336999999998,19.796,"TE",11.,2.56963501090338,3.21146946464371
23,49.55508999999999,47.430839999999996,20.658,"DN",9.,2.99064891069569,1.76962989153784
23,65.08702,71.1404,22.682,"DP",13.,6.33386327121143,3.96499583449137
23,102.59394999999999,77.01505,19.068,"TE",14.,3.1643932449754,3.4870525633579
23,76.73084,61.96363999999999,19.231,"PRE",15.,3.08898139854585,5.31011283354885
23,82.57911999999999,78.14017,18.907,"PRE",13.,2.72637247909671,5.30530891705689
23,107.55443999999999,52.41476999999999,23.304,"TE",8.,2.84765871818597,3.51933891458777
23,84.8528,45.54978,23.976,"TE",8.,2.9265185701839,3.3359270759679
23,51.131429999999995,88.72918999999999,23.836,"DP",16.,6.29375266471094,4.05119614505809
23,56.77461,101.16997,25.409,"TE",13.,3.75528081348885,4.09811309617203
23,111.48942999999998,68.60888,25.366,"TE",11.,3.05172280002765,2.96860933534857
23,38.63791,77.81786999999998,24.215,"TE",14.,2.9724975530999,3.02252757065866
23,72.26845,94.68001999999998,22.587,"DP",21.,5.40476879140484,5.4661770799846
23,86.80711,107.49291,26.191,"TE",7.,3.21685588052493,3.97297187886499
23,54.60055,64.9874,25.485,"EPI",14.,6.41781990483166,3.1886229554023
23,58.65274,75.24533,24.434,"EPI",15.,6.24467275691513,3.19485938922837
23,112.51785999999998,85.89588,28.256,"TE",11.,2.941737364706,2.87457951670974
23,87.09132,53.72741,27.166,"TE",10.,2.84730492446976,2.91678213420201
23,61.442099999999996,57.017799999999994,27.126,"PRE",13.,3.80620175900207,5.08632569813963
23,62.107209999999995,82.69632,24.895,"EPI",15.,6.62621314682819,3.11697757801176
23,96.37063,88.50650999999999,28.535,"TE",11.,2.91920265615448,3.14479019547481
23,43.85917,57.249269999999996,28.668,"EPI",10.,4.6701757192975,1.91392814583326
23,71.91685,78.79648999999999,28.801,"DP",23.,4.42117493888123,5.13205617900901
23,62.740089999999995,95.1664,29.77,"DP",15.,4.00175497138935,5.27677667431385
23,46.639739999999996,69.39998,28.926,"EPI",12.,6.3688161497319,3.08210530453252
23,91.19624999999999,82.81058999999999,29.342,"TE",19.,2.93033612456776,3.76294135099634
23,94.4339,99.09259999999999,26.048,"TE",11.,2.91394939277843,3.89170317940252
23,94.53938000000001,51.972339999999996,31.079,"TE",11.,3.19999829900382,3.43488991009099
23,73.46974999999999,64.38089,31.765,"PRE",16.,3.51539384983104,5.16550906633612
23,40.06188999999999,53.91786,35.312,"TE",10.,3.20196683817572,3.0183269663736
23,53.824099999999994,88.90499,31.414,"DP",11.,5.82892270730102,4.85043442755485
23,81.8349,47.0265,34.821,"TE",11.,2.86610956026514,3.66264807046354
23,107.21455999999999,75.98075999999999,36.684,"TE",10.,3.05781184529225,2.58220925269068
23,71.33378,53.65416,38.673,"PRE",9.,3.51672253253052,4.8846290504179
23,44.54479,73.66313,34.622,"DP",9.,6.34830462737532,3.58940700276785
23,56.595879999999994,75.0959,33.956,"EPI",13.,6.89721823425361,3.33244762060137
23,45.699209999999994,87.30227999999998,36.601,"EPI",10.,6.77841429685052,3.26452476024419
23,54.51265,98.47437,37.897,"TE",9.,3.90383864489136,3.98103176256283
23,58.77873,55.45611,37.34,"PRE",17.,3.52260735331681,5.21061768740946
23,108.93447,63.35538999999999,39.658,"TE",9.,3.18754358208136,2.82108469814928
23,88.75556,63.83591,39.781,"TE",17.,2.72779815641849,3.1115839050927
23,42.09530999999999,68.40670999999999,41.517,"TE",14.,4.28884083924124,2.97860267436581
23,64.57133999999999,71.79086,36.616,"DP",13.,4.48200539911085,4.94936204674248
23,84.80884999999999,102.36248,36.301,"TE",7.,2.96836056852076,3.64834638428163
23,94.89390999999999,73.22363,41.124,"TE",13.,3.08598372187635,2.94006336848965
23,61.685289999999995,74.90545,41.021,"DP",13.,4.9946721260537,4.97446421623841
23,49.66057,80.93832,38.52,"DP",10.,5.41308092342146,4.85838527428176
23,96.27686999999999,54.13175,42.124,"TE",8.,3.19962408317825,3.48206004260755
23,90.96771,85.78160999999999,40.675,"TE",10.,2.97021911464505,3.75862930773871
23,78.66171,102.38298999999999,40.091,"TE",13.,2.75811150345356,3.34592561635658
23,61.37763999999999,91.97269999999999,43.421,"DP",15.,5.10414043007728,4.77569496864066
23,46.001,83.25594999999998,45.941,"DP",10.,5.77145068654514,3.88259270477542
23,87.64509,95.21034999999999,41.308,"TE",14.,3.62647584290417,3.85288299129318
23,82.22458999999999,86.26506,45.994,"TE",12.,2.73927005207828,3.27844270100592
23,68.92239,64.74421,44.863,"PRE",13.,3.83060742825238,5.02262269101846
23,100.12102999999999,63.99705999999999,47.963,"TE",8.,2.96114022597541,3.19412519212004
23,87.94688000000001,72.05456,49.444,"TE",11.,2.85940149951076,2.71633411908108
23,63.32023,50.52199,49.744,"PRE",9.,3.72121234291977,5.2411039808175
23,77.11174,76.24446,50.058,"TE",15.,2.90536955789083,2.97822897621818
23,74.90252,94.8441,47.95,"TE",10.,2.55746723034926,2.9637570059005
23,74.24327,51.34825,51.545,"TE",10.,3.29697037096989,3.69836434327866
23,51.682269999999995,55.880959999999995,51.312,"TE",8.,3.27545266504837,3.52549086225488
23,55.880959999999995,58.58828,47.535,"PRE",11.,3.66535962220377,5.02412867638113
23,67.8881,96.73981,50.137,"TE",8.,3.1325278297265,3.17191952761274
23,57.95246999999999,76.42905,54.99,"DP",11.,4.0992291610194,4.6123547721135
23,61.213559999999994,59.85404,56.895,"DP",7.,4.2591868269904,4.7177117746827
24,56.05676,66.3352,3.9776,"TE",11.,1.70903891010425,3.0667577518388
24,76.59899,74.43079,5.3571,"PRE",6.,1.80201211407997,4.24411308071931
