"Features of cell nuclei in mouse embryos","Tue 11 Jun 2019 13:09:53","","","","","","",""
"from Munoz-Descalzo lab: https://www.biorxiv.org/content/10.1101/159301v1.article-info","","","","","","","",""
"EmbryoID","CentroidX","CentroidY","CentroidZ","Identity","Population","DCGNeighborCount","Nanog-Avg","Gata6-Avg"
33,77.05211407155596,70.51299352102357,22.511284801895634,"TE","N-G+",7.,24.14,40.017
33,64.35795622683628,89.8717557105578,27.304871636408954,"TE","N-G+",5.,26.329,35.816
33,107.38360421616662,75.42202060920059,28.7570399953256,"ICM+Epi","N+G-",11.,49.132,23.373
33,118.0461245134643,81.09176860208301,30.549405490637426,"ICM+Epi","N+G+",12.,54.908,39.789
33,129.98199510456874,110.19330529510982,32.82949697760965,"TE","N+G-",8.,40.035,29.275
33,132.38204579879442,93.20387175668927,32.109468086986844,"TE","N-G+",7.,29.545,30.492
33,98.8349884796549,64.83135926400513,38.67560310789577,"ICM+Epi","N+G+",9.,55.532,38.514
33,85.27881540794802,67.87028079478138,40.526319568349805,"TE","N-G+",7.,25.479,32.2
33,115.9858723526983,71.02014079082716,34.44791053910129,"ICM+Epi","N+G+",10.,50.429,37.207
33,85.74022604811957,80.56877298009805,39.55747335466774,"ICM+Epi","N+G+",12.,68.674,35.189
33,98.13750727939558,76.42046679662643,35.65676638299096,"ICM+Epi","N+G+",12.,39.821,37.025
33,112.34823963134582,91.10000300461338,39.031213706781344,"ICM+Epi","N-G+",13.,29.974,35.04
33,122.41700670175607,95.61282128825636,38.46642040266896,"ICM+Epi","N+G+",11.,39.085,35.192
33,119.1871322205552,121.19998588506604,36.64432894398279,"TE","N+G-",7.,35.255,26.729
33,101.88602162745593,135.19011877316376,41.98509369690519,"TE","N+G-",5.,34.38,28.357
33,73.10329743008779,84.36049123948901,44.89163233795139,"TE","N-G+",7.,24.667,33.301
33,127.86093689044681,81.18685871517118,45.89570932304008,"TE","N-G-",9.,24.648,26.814
33,122.67096139518382,88.91689249163072,44.53492077745936,"ICM+Epi","N+G+",10.,56.551,30.397
33,74.50541348394243,124.18343818320751,44.9169544548999,"TE","N+G+",4.,34.139,30.443
33,102.92330136117494,82.97772251166514,44.13196882949613,"ICM+Epi","N+G-",14.,58.369,25.183
33,112.44481395138172,68.09611981336577,46.63005071454683,"ICM+Epi","N+G+",11.,32.452,38.858
33,99.31428325316644,68.51610114617189,47.10016132050393,"ICM+Epi","N+G+",10.,56.899,32.829
33,107.85932216301015,100.0265873707658,47.716699820119786,"ICM+Epi","N+G+",13.,37.003,30.075
33,115.68899573925458,82.30020545591191,47.236680559704574,"ICM+Epi","N+G-",14.,43.099,18.657
33,117.54179195327679,105.81519800500843,44.63731020685985,"ICM+Epi","N+G-",10.,93.298,23.339
33,121.5764524347769,117.21808739949873,50.793887510166805,"TE","N+G-",8.,37.197,26.765
33,69.66239017547512,104.68204082404102,51.4071231249633,"TE","N-G-",7.,27.95,27.752
33,94.30314909130328,100.05035989903784,51.74621929975202,"ICM+Epi","N-G-",14.,31.352,22.351
33,90.83005039667864,81.73362686542819,54.60321466850766,"ICM+Epi","N+G-",11.,37.006,19.888
33,84.38103191428088,92.45899920416522,53.58262325932212,"TE","N-G-",11.,32.275,23.519
33,107.78778562965023,127.14311795307698,55.66674358034503,"TE","N-G-",8.,28.427,27.573
33,100.19775944016158,86.47228416765556,53.05636361143573,"ICM+Epi","N-G-",13.,30.424,27.681
33,104.48279778842142,75.50918654619808,57.96445045302056,"ICM+Epi","N+G-",9.,47.578,24.813
33,117.94955019342841,97.98611202741539,55.49389260813129,"ICM+Epi","N+G-",12.,33.69,28.294
33,123.60451315553092,102.81193526664025,60.44381599076149,"TE","N-G-",11.,28.951,23.503
33,121.83756078154062,79.85559713193673,58.392724517932294,"TE","N-G-",9.,25.918,28.99
33,104.11080781494981,96.43297351364187,57.96775333783993,"ICM+Epi","N+G-",11.,70.121,21.353
33,78.96213951226612,114.57537467325653,62.805378636611536,"TE","N-G-",7.,23.85,27.994
33,109.2650150435328,107.19400464478697,61.11650353230665,"ICM+Epi","N+G-",12.,32.671,28.944
33,112.50919683140566,86.25040723711649,66.31084039157028,"ICM+Epi","N+G-",12.,33.847,16.776
33,97.85851479929184,104.09168970528528,69.85153291793566,"ICM+Epi","N-G-",10.,31.757,19.732
33,99.59327573327016,119.65080945933785,67.69144624606723,"TE","N-G-",7.,29.938,23.536
33,80.58959564620456,100.35940276657442,70.02768677496876,"TE","N-G-",8.,24.715,24.383
33,101.52833896065628,75.20806785475219,69.22618672546815,"TE","N-G-",8.,25.622,24.021
33,109.97322672379612,107.10287661974412,71.97638881839747,"TE","N-G-",10.,26.962,23.647
33,95.89126013189374,89.44385020166102,74.35776877316374,"TE","N-G-",10.,23.669,24.505
34,93.71714439388468,104.6957556464043,8.666024551760394,"TE","N-G+",3.,23.591,32.841
34,125.9285563549019,103.74261749424144,9.551322603875917,"TE","N-G+",6.,27.708,31.251
34,113.38709140834246,90.34790141323158,12.543628101512883,"TE","N-G-",5.,28.115,28.126
34,107.40366341093012,121.32489135852413,12.671209248908447,"TE","N-G+",6.,23.353,31.565
34,118.1921546714001,128.1804547070725,15.616127463227064,"TE","N-G+",7.,26.747,30.091
34,135.61779570770528,121.51630024973716,15.775364083284684,"TE","N-G-",9.,25.256,27.603
34,119.18314692149343,106.48484283366078,22.387520842665214,"ICM+Epi","N+G+",11.,71.277,33.741
34,133.39847272745422,103.96137051277061,25.28447621961708,"ICM+Epi","N+G-",11.,90.453,26.67
34,115.16921192531701,119.32095745664077,30.42033684484896,"ICM+Epi","N+G-",12.,36.085,25.322
34,135.86762568672043,87.77755344551375,34.40413011653144,"TE","N-G-",6.,26.455,27.123
34,121.36083157190862,91.09400545857218,33.22328506056199,"ICM+Epi","N+G+",9.,36.371,31.883
34,85.8849745517604,83.41811829053941,33.367173572662246,"TE","N-G-",0.,23.776,22.142
34,125.18739408382368,129.89532212018514,34.761932883287415,"ICM+Epi","N+G-",9.,60.752,25.442
34,141.1223829120053,110.57864932327826,35.94085942576219,"ICM+Epi","N+G-",10.,46.047,25.778
34,89.62409657102016,122.30927994190542,34.38302646809007,"TE","N-G-",5.,24.154,27.591
34,117.92983319343418,106.7309399795061,37.504447923918335,"ICM+Epi","N+G-",10.,51.483,24.791
34,110.86797245327324,136.9305754482396,39.960145197096075,"TE","N+G+",8.,34.235,29.561
34,135.48455305223055,136.87198088970501,39.439268783293144,"TE","N-G-",7.,26.133,25.375
34,127.71900453784366,115.60996874944937,40.70836546001742,"ICM+Epi","N+G-",13.,68.882,24.169
34,113.4037467402768,76.17192455176038,43.28780685360138,"TE","N-G-",5.,26.521,24.844
34,130.70030895409084,95.82844578816797,48.42558599232793,"ICM+Epi","N+G-",13.,39.142,29.069
34,104.36406533291273,110.16067480573145,48.16083113006346,"ICM+Epi","N+G-",11.,43.344,23.758
34,146.64362544823962,99.89881445437159,52.88708912418327,"TE","N-G-",5.,25.055,24.024
34,114.47801565004185,123.32101265260289,51.92687312010088,"ICM+Epi","N+G-",12.,77.684,22.919
34,94.16683835611191,122.21162234434776,53.8703272902017,"TE","N-G-",6.,28.816,26.297
34,138.58244479201815,128.9499965758269,52.91586682660333,"TE","N-G-",9.,29.365,19.641
34,134.9016164345286,114.11776065876819,51.54125190767219,"ICM+Epi","N+G-",8.,41.201,22.68
34,113.20804659004828,98.4027000597881,55.96726253987613,"ICM+Epi","N+G-",11.,38.46,22.781
34,110.03104202357255,82.37513514862351,57.65939144217517,"TE","N-G-",5.,24.65,23.143
34,94.26677034771797,103.1957349479185,59.752489664860256,"TE","N-G-",7.,27.707,29.223
34,121.92711285767626,111.2310020749635,59.94625952782194,"ICM+Epi","N+G-",12.,55.097,27.105
34,135.07649741983917,104.04340289471905,68.47309275488324,"TE","N+G-",7.,42.146,24.361
34,116.37672349055683,121.20770224145492,68.74935869811573,"TE","N-G-",8.,31.48,25.17
34,107.33704208319274,92.30105336438497,69.42467544823961,"TE","N+G-",4.,47.567,28.196
35,102.44312953039515,84.85875231860874,0.4210791345235725,"TE","N-G-",9.,13.699,6.5351
35,98.48548111768035,91.37805555954898,1.039053378373703,"TE","N-G-",10.,19.796,26.694
35,124.12432589744704,93.6549908211743,0.8571880590613654,"TE","N-G-",10.,11.488,15.288
35,123.60529004004181,114.49970271953899,-0.23941329522170918,"TE","N-G-",11.,12.403,12.208
35,114.60230777813804,121.22296595948475,1.484358348206885,"TE","N-G-",10.,17.543,29.103
35,84.41426636581971,130.05257973461488,0.9929649631285775,"TE","N-G+",6.,22.778,35.461
35,114.41148577173905,88.94536902595581,2.114557922861475,"TE","N-G-",10.,12.845,15.857
35,79.136129668824,119.49116014974695,2.5727373561082016,"TE","N-G+",7.,24.948,34.288
35,96.0505923160294,129.38878264694233,2.923377153782969,"TE","N-G-",8.,13.78,16.034
35,127.3950150871255,101.56122205535212,6.064529849151438,"TE","N-G-",10.,10.493,10.457
35,133.26851644408603,113.16840018057565,6.007189802015485,"TE","N-G-",8.,11.057,10.755
35,101.81341690927852,124.54565976146571,7.284790965465448,"TE","N-G-",13.,9.9311,10.139
35,104.69864564603107,71.87577129100245,5.618034802868265,"TE","N-G-",12.,11.915,18.345
35,96.18798416063665,74.44937564209036,5.806391448271463,"TE","N-G-",7.,13.758,19.91
35,89.37945497232111,135.18866334593585,6.801403549232538,"TE","N-G-",8.,18.083,20.873
35,94.85986299609978,67.0141065874344,8.092852875009676,"TE","N-G-",9.,16.93,14.87
35,138.50085585954602,97.41156316649423,9.00812985382132,"TE","N-G-",8.,6.508,4.6833
35,125.91805275759742,126.52963429724673,12.503708953750891,"TE","N-G-",14.,12.011,12.502
35,92.34482895176123,81.40997415360621,11.528928152439676,"TE","N-G-",13.,16.825,17.519
35,125.89515411682954,86.34580612953991,10.905760847716852,"TE","N-G-",13.,12.429,10.618
35,94.26831477626293,91.70809992157609,9.934225709451066,"TE","N-G-",7.,21.948,27.565
35,108.65629405874587,137.54347424354512,12.016859496936188,"TE","N-G-",12.,9.6131,10.969
35,136.42471242992514,126.6631353875049,11.486734532849066,"TE","N-G-",8.,17.21,20.662
35,118.51415890931709,91.18522065139831,11.883787312073501,"TE","N-G-",15.,9.7132,11.148
35,110.0721933462263,66.66181204369758,13.599661175424881,"TE","N-G-",8.,14.736,15.953
35,98.50456331832025,139.45698987057875,16.139933452315827,"TE","N-G-",10.,11.409,14.415
35,95.4170632547848,58.848289899976805,17.706506815577363,"TE","N-G-",10.,13.037,21.41
35,88.79172319261227,100.84921624064191,17.381940511034227,"TE","N-G+",15.,21.716,37.735
35,139.44733301128494,120.16608232827431,15.806712046318207,"TE","N-G-",7.,8.8142,7.1772
35,104.49255787912017,91.17780392416174,19.8010413675624,"TE","N-G-",16.,7.4007,7.2232
35,130.29932602451794,106.94947439271627,20.648159422419983,"TE","N-G-",14.,11.174,8.6829
35,82.20073109159156,68.87199676019381,19.790222490744295,"TE","N-G-",11.,14.634,16.032
35,114.72825030236136,100.81584096807737,22.223387887136006,"TE","N-G-",18.,10.923,7.7159
35,113.60621690473538,60.70618007273624,22.778396267904764,"TE","N-G-",11.,14.108,12.102
35,102.18361160169255,73.39249201087992,21.819843781820705,"ICM+Epi","N-G+",17.,16.125,59.168
35,82.38773665786258,123.56294340262087,21.928032550001753,"TE","N-G+",11.,17.737,31.727
35,84.65851853401041,54.68750592026409,24.038795417213944,"TE","N-G-",10.,14.714,19.961
35,84.98291594488867,114.39216017460882,24.86103005538989,"TE","N-G-",8.,15.425,20.495
35,86.8987688891344,133.68306771691323,23.40805489871845,"TE","N-G-",10.,14.378,17.711
35,119.28507981516896,77.22693999218379,24.582984921164602,"TE","N-G-",11.,14.739,17.173
35,80.57874403720025,76.63360181325862,25.619433320339017,"TE","N-G-",13.,14.529,16.999
35,84.8455241002814,88.3371973925575,25.4831154724309,"TE","N-G-",14.,17.01,21.994
35,104.85511969127823,119.25382487817689,25.591304240611944,"TE","N-G-",19.,8.6708,8.7584
35,111.67128175984973,139.60532441531006,27.120011535010114,"TE","N-G-",9.,9.7387,7.6982
35,95.7147455847672,127.7237273823336,29.66893891335554,"TE","N-G-",12.,14.99,9.8036
35,108.07619515929298,101.66505623666404,30.80383909157471,"TE","N-G-",10.,8.934,8.7303
35,85.3492941971747,105.86292385255956,30.097366435352484,"TE","N-G-",11.,15.086,25.727
35,131.11604421190557,130.71266845866913,28.393393336501017,"TE","N-G-",9.,16.383,19.886
35,91.62733820770109,69.45050148464586,30.054090928080065,"ICM+Epi","N-G+",14.,14.501,52.129
35,100.11891749245561,141.37050549761238,31.21062885993544,"TE","N-G-",9.,14.329,18.647
35,94.3293778183106,61.40706079659158,28.028797187730895,"ICM+Epi","N-G+",11.,14.565,37.84
35,100.96616720086706,71.49751820193768,30.921764848892046,"ICM+Epi","N-G-",14.,11.855,27.103
35,120.97194635173592,79.9896708878041,30.747580932120563,"TE","N-G-",15.,12.535,11.939
35,75.16703193572525,57.135025908330405,32.87457211455991,"TE","N-G-",10.,10.523,9.5219
35,84.07460319442954,96.87385044184333,33.69897052809947,"TE","N-G-",11.,13.843,19.348
35,132.0587049235165,120.44791796326376,32.573807339016604,"TE","N-G-",8.,8.4728,7.6417
35,129.14294466574015,79.21091452796483,32.1172507372926,"TE","N-G-",9.,14.44,13.07
35,107.74798130828674,133.6682342624401,32.59544509265282,"TE","N-G-",9.,9.4532,16.725
35,124.08616149616722,88.81557629931592,36.38421575435302,"TE","N-G-",11.,10.901,7.7348
35,88.57418610531744,56.67889718328167,36.814807051713586,"ICM+Epi","N-G+",11.,13.319,34.791
35,90.21525536034865,74.97596327588644,37.5721284289809,"ICM+Epi","N-G+",14.,13.471,49.36
35,77.83090714505498,120.24766632787652,38.47550464329263,"TE","N-G-",11.,13.718,16.062
35,116.62120460583921,130.13416373421708,37.83394524797903,"TE","N-G-",9.,8.6561,8.9831
35,124.01746557386359,131.2392560924652,36.855918783622386,"TE","N-G-",5.,12.545,12.455
35,93.63478571501832,91.77855883032348,38.929897469653014,"ICM+Epi","N-G+",15.,11.691,43.987
35,82.07860500749622,64.93371459757805,41.4842342864075,"ICM+Epi","N-G+",16.,15.341,57.928
35,77.51414261443267,49.45129649124951,41.15101288040988,"TE","N-G-",11.,9.9986,11.841
35,104.43531127720047,106.7529311209473,41.81745569240512,"TE","N-G-",14.,17.706,8.9692
35,84.15093199698913,128.49135865131805,43.35481808825777,"TE","N-G-",10.,9.1122,13.204
35,119.17821949158551,66.68777058902555,42.36380897171939,"TE","N-G-",14.,13.578,20.32
35,74.82355232420709,75.79180327190855,40.89352361213899,"TE","N-G-",12.,14.902,14.285
35,105.88174208570473,58.762997536756316,43.0161872438511,"TE","N-G-",11.,12.007,13.039
35,97.19934079455123,52.11019320555791,45.050136085654756,"TE","N-G-",11.,11.886,10.249
35,130.97101948704235,70.38500911645298,45.47531794460626,"TE","N-G-",8.,13.824,13.856
35,133.45552201035704,82.57069196612858,44.76992717606585,"TE","N-G-",8.,9.9407,8.0484
35,78.2354497986208,86.07509558540531,44.65741085715756,"TE","N-G-",11.,12.821,15.972
35,79.25062287266337,106.93834930186142,44.41831367947744,"TE","N-G-",12.,13.202,16.612
35,100.37080254090225,67.88557203773073,43.91090835670834,"ICM+Epi","N-G+",14.,14.257,47.125
35,69.80493355591396,68.62724476138719,46.08550259714736,"ICM+Epi","N-G-",10.,12.815,8.8659
35,90.56255141199479,59.026291353654365,46.5453048619168,"ICM+Epi","N-G+",14.,15.049,53.253
35,69.47290326477975,53.97920846917217,49.72172709571229,"TE","N-G-",11.,11.99,14.929
35,96.53528021228279,72.85477928622899,48.26767005135904,"ICM+Epi","N-G-",12.,10.998,24.801
35,74.77012216241536,96.75889116967656,51.90281266224216,"TE","N-G-",11.,12.249,13
35,82.90677251526779,79.58175088979306,51.309938212610035,"ICM+Epi","N-G+",18.,15.443,39.126
35,92.94401005185402,94.63029045278253,51.99477311519605,"ICM+Epi","N-G+",13.,11.444,40.955
35,110.2935468736491,70.82630438702859,55.43409405567148,"ICM+Epi","N-G+",17.,17.258,59.078
35,96.11165535807706,82.57440032974685,54.49609743554182,"ICM+Epi","N-G+",13.,11.357,31.747
35,75.91887064093721,127.43076665648931,55.517399407170885,"TE","N-G-",6.,9.4161,14.473
35,84.01354015238186,47.16694450238762,55.085726222128514,"TE","N-G-",10.,12.886,12.872
35,104.32081807336111,52.83703247474124,54.12392807299902,"TE","N-G-",11.,11.507,10.464
35,111.93079968855234,58.94099899043387,56.53004627734547,"TE","N-G-",11.,12.105,12.565
35,77.85762222595082,61.25501788824201,55.026222399628935,"ICM+Epi","N+G-",14.,29.157,17.859
35,63.45437718295598,74.51241782360117,56.37750011421019,"TE","N-G-",10.,12.017,13.679
35,67.83565044987651,86.1863464939538,57.16727812193182,"TE","N-G-",11.,13.092,18.262
35,141.35555307527474,78.86232834784627,58.576977771330846,"TE","N-G-",4.,7.2083,7.32
35,92.8753141295504,47.20402813857045,56.80917329925257,"TE","N-G-",11.,13.488,15.369
35,86.24997406737788,61.70372988605417,56.75399702748023,"ICM+Epi","N+G-",17.,33.215,22.351
35,74.91133044715062,67.75577931109085,58.52612905028575,"ICM+Epi","N+G-",14.,29.804,14.254
35,76.31578041424709,107.20164311875945,59.15362390573582,"TE","N-G-",11.,10.986,10.473
35,95.9933457141097,63.42811896855543,59.78869197495855,"ICM+Epi","N-G+",13.,13.022,33.465
35,64.6451065028856,65.98318150155191,58.78578209392026,"TE","N-G-",9.,10.747,7.9705
35,79.83835465237222,75.44321709179002,61.32930003385663,"ICM+Epi","N+G-",15.,46.4,20.092
35,72.04518391103797,52.5514884761335,60.32206260209111,"TE","N-G-",11.,16.954,15.562
35,66.54187724649145,57.51698736101348,62.22834869744113,"TE","N-G-",9.,22.736,14.733
35,82.55184358336568,87.61406648699247,63.08953129216224,"ICM+Epi","N-G-",15.,9.2061,22.308
35,93.84468992205721,98.34607079830138,63.8198054773843,"ICM+Epi","N-G+",15.,13.312,43.598
35,120.4147460930509,63.984373511297775,62.67192264698341,"TE","N-G-",13.,13.373,21.527
35,109.7897767767558,90.10237847485988,64.81514214464991,"TE","N-G+",12.,14.738,41.447
35,73.07562274559244,95.91709262832649,63.17716419438889,"TE","N-G-",8.,12.169,11.567
35,92.93637717159807,71.5976440196313,64.89411994542208,"ICM+Epi","N+G-",13.,27.476,17.804
35,84.21962791929276,124.26011576285794,63.91501159338362,"TE","N-G-",7.,6.6278,8.066
35,91.96318493896328,82.46685778481665,64.36615875669857,"ICM+Epi","N-G+",15.,12.578,47.156
35,82.47169834067812,47.85670013538814,68.85382886084832,"TE","N-G-",10.,11.945,10.27
35,104.85511969127823,71.34918365720637,67.6388689941752,"ICM+Epi","N-G+",16.,13.39,50.71
35,65.32824928579394,78.8808701659377,69.75936885052369,"TE","N-G-",12.,11.233,9.6194
35,100.52727658614941,51.6095641170898,70.08934459347587,"TE","N-G-",11.,10.197,8.544
35,71.55286313452861,86.69068394604017,68.85274697316653,"TE","N-G-",8.,11.995,10.96
35,77.00655607741139,53.849415742532294,70.84342030769776,"ICM+Epi","N+G-",11.,42.555,17.991
35,110.13707282840193,61.366268796790486,70.83260143087966,"TE","N-G-",11.,10.762,10.865
35,75.60973899057088,102.09893478000305,71.21883533328598,"TE","N-G-",12.,9.7879,8.2806
35,68.55695763406464,60.454011346693036,69.27901071979984,"ICM+Epi","N+G-",12.,38.589,15.446
35,95.1155644846744,75.25779891087589,74.06203616108385,"ICM+Epi","N-G-",10.,14.193,12.584
35,91.59299024654926,92.40527228181315,74.64733739694331,"TE","N-G-",11.,9.6267,15.367
35,88.66959710851692,110.23508455851436,73.94194662840289,"TE","N-G-",7.,6.7677,8.1445
35,61.717896924725274,64.08820769260967,74.35847338589993,"TE","N-G-",9.,10.67,12.03
35,112.22466557840677,77.89815380709288,73.95492928058462,"TE","N-G-",10.,9.1482,16.043
35,101.4241400162246,84.58433341085583,74.552131280944,"TE","N-G-",10.,9.2567,14.757
35,88.14674481098372,54.149793195613164,76.03756306806974,"ICM+Epi","N+G-",9.,39.809,15.905
35,93.56608979271469,62.04860770255443,72.06487150046176,"ICM+Epi","N+G-",15.,29.464,12.813
35,94.9819890801951,49.032251402383615,78.29870832305359,"TE","N-G-",12.,8.0295,8.2161
35,79.49105860072608,61.32547679698937,77.85621626119311,"ICM+Epi","N-G-",14.,23.424,14.447
35,88.84133691427601,74.16383164348264,78.86669935600408,"TE","N-G-",13.,20.751,16.101
35,65.56105213360068,74.90550436713909,78.36794913468945,"TE","N-G-",10.,12.416,14.118
35,79.40328047778256,87.25806357963737,78.3744404607803,"TE","N-G-",11.,9.0563,5.8682
35,113.02230156515449,70.26634148066796,78.88833710964029,"TE","N-G-",7.,10.822,15.296
35,95.70329626438325,86.097345767115,80.21581329522172,"TE","N-G-",9.,9.9683,13.943
35,121.3116095231261,102.00993405316427,79.36761335268231,"TE","N-G-",3.,7.0957,6.3447
